Country	Unit	Value	Year	Variable
South Sudan	kg N2O-N/kg N	0.0122	2016	Implied emission factor for N2O (Crop residues), Maize
South Sudan	gigagrams	0.0345	2012	Direct emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0414	2013	Direct emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0499	2014	Direct emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0252	2015	Direct emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0188	2016	Direct emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	10.6851	2012	Direct emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	12.8423	2013	Direct emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	15.455	2014	Direct emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	7.8264	2015	Direct emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	5.8266	2016	Direct emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	0.0078	2012	Indirect emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0093	2013	Indirect emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0112	2014	Indirect emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0057	2015	Indirect emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0042	2016	Indirect emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	2.4041	2012	Indirect emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	2.8895	2013	Indirect emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	3.4774	2014	Indirect emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	1.7609	2015	Indirect emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	1.311	2016	Indirect emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	0.0422	2012	Emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0507	2013	Emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0611	2014	Emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.0309	2015	Emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	0.023	2016	Emissions (N2O) (Crop residues), Maize
South Sudan	gigagrams	13.0892	2012	Emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	15.7318	2013	Emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	18.9324	2014	Emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	9.5874	2015	Emissions (CO2eq) (Crop residues), Maize
South Sudan	gigagrams	7.1375	2016	Emissions (CO2eq) (Crop residues), Maize
South Sudan	kg of nutrients	100412.7744	2012	Residues (Crop residues), Millet
South Sudan	kg of nutrients	87325.3696	2013	Residues (Crop residues), Millet
South Sudan	kg of nutrients	149095.5796	2014	Residues (Crop residues), Millet
South Sudan	kg of nutrients	94832.1646	2015	Residues (Crop residues), Millet
South Sudan	kg of nutrients	70912.8299	2016	Residues (Crop residues), Millet
South Sudan	kg N2O-N/kg N	0.0123	2012	Implied emission factor for N2O (Crop residues), Millet
South Sudan	kg N2O-N/kg N	0.0123	2013	Implied emission factor for N2O (Crop residues), Millet
South Sudan	kg N2O-N/kg N	0.0123	2014	Implied emission factor for N2O (Crop residues), Millet
South Sudan	kg N2O-N/kg N	0.0123	2015	Implied emission factor for N2O (Crop residues), Millet
South Sudan	kg N2O-N/kg N	0.0123	2016	Implied emission factor for N2O (Crop residues), Millet
South Sudan	gigagrams	0.0016	2012	Direct emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0014	2013	Direct emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0023	2014	Direct emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0015	2015	Direct emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0011	2016	Direct emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.4892	2012	Direct emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.4254	2013	Direct emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.7263	2014	Direct emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.462	2015	Direct emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.3454	2016	Direct emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.0004	2012	Indirect emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0003	2013	Indirect emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0005	2014	Indirect emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0003	2015	Indirect emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0003	2016	Indirect emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.1101	2012	Indirect emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.0957	2013	Indirect emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.1634	2014	Indirect emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.1039	2015	Indirect emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.0777	2016	Indirect emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.0019	2012	Emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0017	2013	Emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0029	2014	Emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0018	2015	Emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.0014	2016	Emissions (N2O) (Crop residues), Millet
South Sudan	gigagrams	0.5992	2012	Emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.5211	2013	Emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.8897	2014	Emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.5659	2015	Emissions (CO2eq) (Crop residues), Millet
South Sudan	gigagrams	0.4232	2016	Emissions (CO2eq) (Crop residues), Millet
South Sudan	kg of nutrients	13181269.088	2012	Residues (Crop residues), Sorghum
South Sudan	kg of nutrients	13656210.3296	2013	Residues (Crop residues), Sorghum
South Sudan	kg of nutrients	14380649.6832	2014	Residues (Crop residues), Sorghum
South Sudan	kg of nutrients	10742794.4286	2015	Residues (Crop residues), Sorghum
South Sudan	kg of nutrients	9583601.0466	2016	Residues (Crop residues), Sorghum
South Sudan	kg N2O-N/kg N	0.0123	2012	Implied emission factor for N2O (Crop residues), Sorghum
South Sudan	kg N2O-N/kg N	0.0122	2013	Implied emission factor for N2O (Crop residues), Sorghum
South Sudan	kg N2O-N/kg N	0.0122	2014	Implied emission factor for N2O (Crop residues), Sorghum
South Sudan	kg N2O-N/kg N	0.0123	2015	Implied emission factor for N2O (Crop residues), Sorghum
South Sudan	kg N2O-N/kg N	0.0122	2016	Implied emission factor for N2O (Crop residues), Sorghum
South Sudan	gigagrams	0.2071	2012	Direct emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.2146	2013	Direct emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.226	2014	Direct emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.1688	2015	Direct emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.1506	2016	Direct emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	64.2116	2012	Direct emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	66.5253	2013	Direct emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	70.0543	2014	Direct emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	52.3328	2015	Direct emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	46.6858	2016	Direct emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	0.0466	2012	Indirect emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.0483	2013	Indirect emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.0508	2014	Indirect emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.038	2015	Indirect emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.0339	2016	Indirect emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	14.4476	2012	Indirect emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	14.9682	2013	Indirect emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	15.7622	2014	Indirect emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	11.7749	2015	Indirect emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	10.5043	2016	Indirect emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	0.2537	2012	Emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.2629	2013	Emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.2768	2014	Emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.2068	2015	Emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	0.1845	2016	Emissions (N2O) (Crop residues), Sorghum
South Sudan	gigagrams	78.6592	2012	Emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	81.4934	2013	Emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	85.8165	2014	Emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	64.1076	2015	Emissions (CO2eq) (Crop residues), Sorghum
South Sudan	gigagrams	57.1901	2016	Emissions (CO2eq) (Crop residues), Sorghum
South Sudan	kg of nutrients	15518331.185	2012	Residues (Crop residues), All Crops
South Sudan	kg of nutrients	16418091.4849	2013	Residues (Crop residues), All Crops
South Sudan	kg of nutrients	17733508.7863	2014	Residues (Crop residues), All Crops
South Sudan	kg of nutrients	12468019.6292	2015	Residues (Crop residues), All Crops
South Sudan	kg of nutrients	10869547.4444	2016	Residues (Crop residues), All Crops
South Sudan	gigagrams	0.2439	2012	Direct emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.258	2013	Direct emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.2787	2014	Direct emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.1959	2015	Direct emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.1708	2016	Direct emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	75.5964	2012	Direct emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	79.9796	2013	Direct emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	86.3875	2014	Direct emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	60.7371	2015	Direct emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	52.9502	2016	Direct emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	0.0549	2012	Indirect emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.058	2013	Indirect emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.0627	2014	Indirect emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.0441	2015	Indirect emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.0384	2016	Indirect emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	17.0092	2012	Indirect emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	17.9954	2013	Indirect emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	19.4372	2014	Indirect emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	13.6658	2015	Indirect emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	11.9138	2016	Indirect emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	0.2987	2012	Emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.316	2013	Emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.3414	2014	Emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.24	2015	Emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	0.2092	2016	Emissions (N2O) (Crop residues), All Crops
South Sudan	gigagrams	92.6056	2012	Emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	97.975	2013	Emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	105.8247	2014	Emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	74.4029	2015	Emissions (CO2eq) (Crop residues), All Crops
South Sudan	gigagrams	64.864	2016	Emissions (CO2eq) (Crop residues), All Crops
South Sudan	Head	300000.0	2012	Stocks, Asses
South Sudan	Head	320000.0	2013	Stocks, Asses
South Sudan	Head	330000.0	2014	Stocks, Asses
South Sudan	Head	342619.0	2015	Stocks, Asses
South Sudan	Head	360207.0	2016	Stocks, Asses
South Sudan	kg CH4/head	10.0	2012	Implied emission factor for CH4 (Enteric), Asses
South Sudan	kg CH4/head	10.0	2013	Implied emission factor for CH4 (Enteric), Asses
South Sudan	kg CH4/head	10.0	2014	Implied emission factor for CH4 (Enteric), Asses
South Sudan	kg CH4/head	10.0	2015	Implied emission factor for CH4 (Enteric), Asses
South Sudan	kg CH4/head	10.0	2016	Implied emission factor for CH4 (Enteric), Asses
South Sudan	gigagrams	3.0	2012	Emissions (CH4) (Enteric), Asses
South Sudan	gigagrams	3.2	2013	Emissions (CH4) (Enteric), Asses
South Sudan	gigagrams	3.3	2014	Emissions (CH4) (Enteric), Asses
South Sudan	gigagrams	3.4262	2015	Emissions (CH4) (Enteric), Asses
South Sudan	gigagrams	3.6021	2016	Emissions (CH4) (Enteric), Asses
South Sudan	gigagrams	63.0	2012	Emissions (CO2eq) (Enteric), Asses
South Sudan	gigagrams	67.2	2013	Emissions (CO2eq) (Enteric), Asses
South Sudan	gigagrams	69.3	2014	Emissions (CO2eq) (Enteric), Asses
South Sudan	gigagrams	71.9499	2015	Emissions (CO2eq) (Enteric), Asses
South Sudan	gigagrams	75.6435	2016	Emissions (CO2eq) (Enteric), Asses
South Sudan	Head	7369000.0	2012	Stocks, Cattle, dairy
South Sudan	Head	7370000.0	2013	Stocks, Cattle, dairy
South Sudan	Head	7372000.0	2014	Stocks, Cattle, dairy
South Sudan	Head	7375129.0	2015	Stocks, Cattle, dairy
South Sudan	Head	7380947.0	2016	Stocks, Cattle, dairy
South Sudan	kg CH4/head	46.0	2012	Implied emission factor for CH4 (Enteric), Cattle, dairy
South Sudan	kg CH4/head	46.0	2013	Implied emission factor for CH4 (Enteric), Cattle, dairy
South Sudan	kg CH4/head	46.0	2014	Implied emission factor for CH4 (Enteric), Cattle, dairy
South Sudan	kg CH4/head	46.0	2015	Implied emission factor for CH4 (Enteric), Cattle, dairy
South Sudan	kg CH4/head	46.0	2016	Implied emission factor for CH4 (Enteric), Cattle, dairy
South Sudan	gigagrams	338.974	2012	Emissions (CH4) (Enteric), Cattle, dairy
South Sudan	gigagrams	339.02	2013	Emissions (CH4) (Enteric), Cattle, dairy
South Sudan	gigagrams	339.112	2014	Emissions (CH4) (Enteric), Cattle, dairy
South Sudan	gigagrams	339.2559	2015	Emissions (CH4) (Enteric), Cattle, dairy
South Sudan	gigagrams	339.5236	2016	Emissions (CH4) (Enteric), Cattle, dairy
South Sudan	gigagrams	7118.454	2012	Emissions (CO2eq) (Enteric), Cattle, dairy
South Sudan	gigagrams	7119.42	2013	Emissions (CO2eq) (Enteric), Cattle, dairy
South Sudan	gigagrams	7121.352	2014	Emissions (CO2eq) (Enteric), Cattle, dairy
South Sudan	gigagrams	7124.3743	2015	Emissions (CO2eq) (Enteric), Cattle, dairy
South Sudan	gigagrams	7129.9951	2016	Emissions (CO2eq) (Enteric), Cattle, dairy
South Sudan	Head	4388000.0	2012	Stocks, Cattle, non-dairy
South Sudan	Head	4395000.0	2013	Stocks, Cattle, non-dairy
South Sudan	Head	4445000.0	2014	Stocks, Cattle, non-dairy
South Sudan	Head	4448571.0	2015	Stocks, Cattle, non-dairy
South Sudan	Head	4449853.0	2016	Stocks, Cattle, non-dairy
South Sudan	kg CH4/head	31.0	2012	Implied emission factor for CH4 (Enteric), Cattle, non-dairy
South Sudan	kg CH4/head	31.0	2013	Implied emission factor for CH4 (Enteric), Cattle, non-dairy
South Sudan	kg CH4/head	31.0	2014	Implied emission factor for CH4 (Enteric), Cattle, non-dairy
South Sudan	kg CH4/head	31.0	2015	Implied emission factor for CH4 (Enteric), Cattle, non-dairy
South Sudan	kg CH4/head	31.0	2016	Implied emission factor for CH4 (Enteric), Cattle, non-dairy
South Sudan	gigagrams	136.028	2012	Emissions (CH4) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	136.245	2013	Emissions (CH4) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	137.795	2014	Emissions (CH4) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	137.9057	2015	Emissions (CH4) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	137.9454	2016	Emissions (CH4) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	2856.588	2012	Emissions (CO2eq) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	2861.145	2013	Emissions (CO2eq) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	2893.695	2014	Emissions (CO2eq) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	2896.0199	2015	Emissions (CO2eq) (Enteric), Cattle, non-dairy
South Sudan	gigagrams	2896.8541	2016	Emissions (CO2eq) (Enteric), Cattle, non-dairy
South Sudan	Head	13500000.0	2012	Stocks, Goats
South Sudan	Head	13550000.0	2013	Stocks, Goats
South Sudan	Head	13550000.0	2014	Stocks, Goats
South Sudan	Head	13551666.0	2015	Stocks, Goats
South Sudan	Head	13568841.0	2016	Stocks, Goats
South Sudan	kg CH4/head	5.0	2012	Implied emission factor for CH4 (Enteric), Goats
South Sudan	kg CH4/head	5.0	2013	Implied emission factor for CH4 (Enteric), Goats
South Sudan	kg CH4/head	5.0	2014	Implied emission factor for CH4 (Enteric), Goats
South Sudan	kg CH4/head	5.0	2015	Implied emission factor for CH4 (Enteric), Goats
South Sudan	kg CH4/head	5.0	2016	Implied emission factor for CH4 (Enteric), Goats
South Sudan	gigagrams	67.5	2012	Emissions (CH4) (Enteric), Goats
South Sudan	gigagrams	67.75	2013	Emissions (CH4) (Enteric), Goats
South Sudan	gigagrams	67.75	2014	Emissions (CH4) (Enteric), Goats
South Sudan	gigagrams	67.7583	2015	Emissions (CH4) (Enteric), Goats
South Sudan	gigagrams	67.8442	2016	Emissions (CH4) (Enteric), Goats
South Sudan	gigagrams	1417.5	2012	Emissions (CO2eq) (Enteric), Goats
South Sudan	gigagrams	1422.75	2013	Emissions (CO2eq) (Enteric), Goats
South Sudan	gigagrams	1422.75	2014	Emissions (CO2eq) (Enteric), Goats
South Sudan	gigagrams	1422.9249	2015	Emissions (CO2eq) (Enteric), Goats
South Sudan	gigagrams	1424.7283	2016	Emissions (CO2eq) (Enteric), Goats
South Sudan	Head	15700000.0	2012	Stocks, Sheep
South Sudan	Head	16000000.0	2013	Stocks, Sheep
