SIM CODE  	DATE      	MIN TMP        	MAX TMP        	AVG TMP        	REFERENCE ET   	PRECIPITATION  
-         	YYYY-MM-DD	C              	C              	C              	mm/day         	mm             
SS_sorghum	2005-10-11	23.83          	34.99          	29.41          	5.096          	0.00           
SS_sorghum	2005-10-12	23.77          	34.97          	29.37          	5.270          	0.00           
SS_sorghum	2005-10-13	22.35          	30.12          	26.23          	4.214          	4.58           
SS_sorghum	2005-10-14	20.99          	32.10          	26.55          	2.378          	3.81           
SS_sorghum	2005-10-15	21.72          	36.14          	28.93          	5.996          	1.16           
SS_sorghum	2005-10-16	22.72          	31.35          	27.04          	4.052          	4.68           
SS_sorghum	2005-10-17	22.42          	31.88          	27.15          	4.155          	1.89           
SS_sorghum	2005-10-18	22.25          	35.10          	28.68          	5.771          	3.04           
SS_sorghum	2005-10-19	21.97          	36.19          	29.08          	5.962          	4.10           
SS_sorghum	2005-10-20	23.09          	33.19          	28.14          	5.238          	4.32           
SS_sorghum	2005-10-21	21.80          	35.62          	28.71          	5.313          	1.59           
SS_sorghum	2005-10-22	22.93          	32.22          	27.57          	4.097          	3.48           
SS_sorghum	2005-10-23	21.88          	32.68          	27.28          	4.825          	0.65           
SS_sorghum	2005-10-24	22.17          	33.30          	27.73          	5.175          	0.52           
SS_sorghum	2005-10-25	23.07          	36.19          	29.63          	5.784          	1.10           
SS_sorghum	2005-10-26	23.03          	36.05          	29.54          	5.881          	1.82           
SS_sorghum	2005-10-27	23.02          	34.43          	28.73          	5.515          	5.93           
SS_sorghum	2005-10-28	22.71          	30.14          	26.43          	3.781          	0.94           
SS_sorghum	2005-10-29	21.66          	33.03          	27.34          	4.466          	0.73           
SS_sorghum	2005-10-30	22.40          	33.45          	27.93          	4.339          	0.52           
SS_sorghum	2005-10-31	22.31          	35.92          	29.12          	5.413          	1.59           
SS_sorghum	2005-11-01	22.11          	36.10          	29.11          	5.504          	1.05           
SS_sorghum	2005-11-02	22.44          	36.12          	29.28          	5.994          	4.17           
SS_sorghum	2005-11-03	22.20          	33.67          	27.94          	5.396          	7.99           
SS_sorghum	2005-11-04	22.93          	34.45          	28.69          	5.742          	0.00           
SS_sorghum	2005-11-05	20.81          	33.85          	27.33          	5.034          	7.75           
SS_sorghum	2005-11-06	21.01          	35.58          	28.30          	5.747          	0.31           
SS_sorghum	2005-11-07	22.48          	35.30          	28.89          	5.582          	0.00           
SS_sorghum	2005-11-08	22.53          	36.24          	29.39          	6.703          	0.00           
SS_sorghum	2005-11-09	21.88          	37.53          	29.70          	6.617          	0.00           
SS_sorghum	2005-11-10	21.95          	37.87          	29.91          	7.241          	0.00           
SS_sorghum	2005-11-11	23.92          	36.40          	30.16          	6.739          	0.00           
SS_sorghum	2005-11-12	24.12          	34.70          	29.41          	5.855          	1.85           
SS_sorghum	2005-11-13	22.78          	33.97          	28.38          	5.641          	1.73           
SS_sorghum	2005-11-14	22.65          	36.57          	29.61          	7.030          	0.77           
SS_sorghum	2005-11-15	22.26          	37.48          	29.87          	7.274          	0.40           
SS_sorghum	2005-11-16	22.29          	37.09          	29.69          	7.401          	0.84           
SS_sorghum	2005-11-17	22.42          	36.34          	29.38          	6.667          	1.14           
SS_sorghum	2005-11-18	21.66          	37.16          	29.41          	7.418          	0.50           
SS_sorghum	2005-11-19	22.60          	37.02          	29.81          	6.275          	0.67           
SS_sorghum	2005-11-20	23.83          	37.27          	30.55          	6.280          	0.49           
SS_sorghum	2005-11-21	24.26          	37.61          	30.94          	7.457          	0.43           
SS_sorghum	2005-11-22	23.25          	36.56          	29.91          	6.942          	0.00           
SS_sorghum	2005-11-23	22.39          	36.71          	29.55          	7.666          	0.00           
SS_sorghum	2005-11-24	22.81          	38.54          	30.67          	7.875          	0.00           
SS_sorghum	2005-11-25	23.85          	38.78          	31.32          	8.771          	0.00           
SS_sorghum	2005-11-26	22.85          	38.96          	30.91          	8.280          	0.00           
SS_sorghum	2005-11-27	24.30          	39.15          	31.73          	8.821          	0.00           
SS_sorghum	2005-11-28	22.87          	39.30          	31.09          	9.115          	0.00           
SS_sorghum	2005-11-29	22.85          	39.26          	31.06          	8.524          	0.00           
SS_sorghum	2005-11-30	23.56          	39.11          	31.34          	8.364          	0.00           
SS_sorghum	2005-12-01	22.86          	38.93          	30.90          	8.115          	0.00           
SS_sorghum	2005-12-02	24.33          	38.38          	31.36          	7.551          	0.00           
SS_sorghum	2005-12-03	24.25          	38.24          	31.25          	7.866          	0.00           
SS_sorghum	2005-12-04	25.08          	38.69          	31.88          	7.268          	0.00           
SS_sorghum	2005-12-05	24.87          	38.49          	31.68          	6.603          	0.00           
SS_sorghum	2005-12-06	25.75          	37.55          	31.65          	5.907          	0.00           
SS_sorghum	2005-12-07	25.84          	38.04          	31.94          	7.789          	0.00           
SS_sorghum	2005-12-08	24.43          	38.77          	31.60          	7.472          	0.00           
SS_sorghum	2005-12-09	22.90          	38.75          	30.82          	7.293          	0.00           
SS_sorghum	2005-12-10	25.17          	37.49          	31.33          	7.856          	0.00           
SS_sorghum	2005-12-11	25.22          	35.73          	30.47          	6.767          	0.00           
SS_sorghum	2005-12-12	25.24          	37.26          	31.25          	6.512          	0.00           
SS_sorghum	2005-12-13	22.31          	39.37          	30.84          	9.032          	0.00           
SS_sorghum	2005-12-14	21.12          	39.39          	30.26          	9.752          	0.00           
SS_sorghum	2005-12-15	20.44          	39.52          	29.98          	9.008          	0.00           
SS_sorghum	2005-12-16	21.44          	39.68          	30.56          	9.129          	0.00           
SS_sorghum	2005-12-17	21.85          	39.09          	30.47          	8.571          	0.00           
SS_sorghum	2005-12-18	21.80          	39.25          	30.52          	8.398          	0.00           
SS_sorghum	2005-12-19	23.09          	40.04          	31.56          	8.354          	0.00           
SS_sorghum	2005-12-20	22.22          	39.98          	31.10          	8.877          	0.00           
SS_sorghum	2005-12-21	21.90          	40.14          	31.02          	8.977          	0.00           
SS_sorghum	2005-12-22	23.17          	40.25          	31.71          	9.808          	0.00           
SS_sorghum	2005-12-23	22.13          	39.95          	31.04          	8.683          	0.00           
SS_sorghum	2005-12-24	21.64          	39.31          	30.48          	8.982          	0.00           
SS_sorghum	2005-12-25	21.35          	38.69          	30.02          	8.669          	0.00           
SS_sorghum	2005-12-26	21.74          	37.50          	29.62          	9.114          	0.00           
SS_sorghum	2005-12-27	20.83          	37.82          	29.32          	8.294          	0.00           
SS_sorghum	2005-12-28	21.65          	37.63          	29.64          	9.070          	0.00           
SS_sorghum	2005-12-29	20.74          	38.99          	29.87          	8.976          	0.00           
SS_sorghum	2005-12-30	21.00          	39.09          	30.05          	9.960          	0.00           
SS_sorghum	2005-12-31	21.56          	38.76          	30.16          	9.283          	0.00           
SS_sorghum	2006-01-01	21.42          	39.27          	30.35          	9.370          	0.00           
SS_sorghum	2006-01-02	22.66          	39.83          	31.24          	9.438          	0.00           
SS_sorghum	2006-01-03	23.25          	39.85          	31.55          	9.086          	0.00           
SS_sorghum	2006-01-04	25.62          	40.09          	32.86          	8.949          	0.00           
SS_sorghum	2006-01-05	23.92          	40.06          	31.99          	9.646          	0.00           
SS_sorghum	2006-01-06	23.49          	40.10          	31.80          	9.840          	0.00           
SS_sorghum	2006-01-07	23.62          	39.83          	31.73          	9.239          	0.00           
SS_sorghum	2006-01-08	24.51          	39.49          	32.00          	9.320          	0.00           
